安倍发表大地震3周年追悼谈话 称将推动国家建设|20140225|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2014_02/25/34173512_0.shtml|国际在线专稿：据日本《朝日新闻》2月25日报道，3月11日是东日本大地震3周年纪念日。本月25日，日本首相安倍晋三向全体国民发表了谈话。安倍首相向遇难者表示哀悼，同时表示将推动强韧的国家建设。原标题：安倍发表大地震3周年追悼谈话 称将推动国家建设国际在线专稿：据日本《朝日新闻》2月25日报道，3月11日是东日本大地震3周年纪念日。本月25日，日本首相安倍晋三向全体国民发表了谈话。安倍首相向遇难者表示哀悼，同时表示将推动强韧的国家建设。谈话内容全文如下：政府将于3月11日下午2点30分开始，在（东京）国立剧场举行“东日本大地震三周年追悼仪式”。东日本大地震给以东北地区为主的我国国土带来前所未有的灾难，地震发生即将过去三年。一想到因此次地震失去挚爱亲人的遗属们的无限悲伤，我至今仍深感悲痛。政府在致力于进一步加快东日本大地震灾后早日复兴的同时，也要将大地震这一严酷考验带来的教训铭刻在心，为有效抵御将来可能发生的各种灾害，推动强韧的国家建设。为对在那次大地震中遇难的所有生命表示深切哀悼，政府决定在举行追悼仪式的当天下午2点46分起，在场内集体默哀1分钟，祈祷冥福。希望广大国民，也能在那时，在各自的所在地，一同致哀。2014年2月25日东日本大地震三周年追悼仪式执行委员长内阁总理大臣　安倍晋三
日本将支付加拿大100万美元用于处理海啸垃圾|20130314|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/14/23098632_0.shtml|原标题：日本将支付加拿大100万美元用于处理海啸垃圾中新网3月14日电 据日本新闻网报道，2011年3月发生的东日本大地震引发的大海啸产生了至少480万吨的垃圾。其中有150万吨垃圾在太平洋上漂流。日本政府14日发表消息称，与政府达成协议，将会向当地政府提供100万美元的抚慰金作为处理垃圾费用。据悉，此前，日本政府也曾向美国提供500万美元。东日本大地震引发海啸所产生的垃圾，陆续漂流到加拿大和美国西海岸。两国政府与日本政府也就此进行商讨如何处理这些海啸垃圾以及相关费用等。13日，温哥华日本总领事馆的冈田总领事与加拿大环境大臣在当地正式发表，日本将会支付100万美元处理相关垃圾的消息。                
安倍承诺将简化行政手续 助地震灾民早日安居|20130312|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/12/22998039_0.shtml|原标题：安倍承诺将简化行政手续 助地震灾民早日安居中新网3月12日电 据日本共同社报道，日本首相安倍晋三在11日东日本地震两周年当天在官邸召开记者会，表示将大幅简化行政手续，以加快海啸灾区居民移居高处。报道称，为了使因福岛核事故疏散在外的居民早日返家，安倍表示将推进可进入地区的道路和医院等基建工作，争取于今夏公布明确记载何时可居住的进度表。就灾区重建现状安倍指出：“不能无视灾区的严峻现实。东日本大地震处于现在进行时。”他向国民呼吁：“让我们每个人在各自的岗位上为了东北的重建各尽所能吧。”关于移居高处问题，安倍表示：“重建是与时间赛跑。将排除自上而下的行政方式，推进手续改革。”安倍还考虑到民主党政权的应对批评道：“迄今为止的问题点是没有公布进度。”关于存放福岛核事故受污染土壤等的过渡性贮藏设施，安倍称：“希望得到当地理解，以便能经实地调查于2015年1月起运入土壤。”安倍还就加快重建进程称“现场人手不足”，表示考虑由国家推动灾区政府积极使有行政经验的人才发挥作用。                
日本政府举办东日本大地震两周年追悼仪式|20130312|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/12/22997841_0.shtml|原标题：日本政府举办东日本大地震两周年追悼仪式中新网3月12日电 据日本共同社报道，当地时间11日下午，日本政府在东京都千代田区的国立剧场举行了东日本大地震两周年追悼仪式。岩手、宫城、福岛三县的遇难者家属、首相安倍晋三、天皇夫妇等约1200人出席。在地震发生的下午2点46分，全场进行了一分钟默哀，为遇难者祈福。报道称，安倍在致辞中再次对世界各国的支援表示了感谢。他强调：“我郑重发誓会吸取教训，将全日本建成不畏灾害的强韧国家。”日本天皇发言称：“重新认识了尽量分担(灾民的)痛苦是很重要的。”遇难者家属代表在众参两院议长和最高法院长官发表悼词后上台，三县的家属代表分别发表了悼词。岩手县宫古市的高三学生山根凛(18岁、音译)表示决心说：“为了让震灾成为联系未来的记忆，而不是悲伤的记忆，灾区的年轻一代将开始行动。”山根在海啸中失去了母亲。她说：“已无法向母亲表达感谢，也无法敬孝心了，好好活出自己的样子就是最好的报答。”宫城县的西城卓哉(32岁)失去了妻子和年幼的儿子。他哽咽着说：“很多宝贵的生命连同那一天一起深深印刻在我的心里，我决不会忘记。”共同社报道称，福岛县南相马市因核事故而重建步伐缓慢。该市的八津尾初夫(63岁)说：“发誓为重生与重建而努力，合力创造出充满绿色、响彻孩童欢笑的家乡。”国会议员、地方政府代表和各国大使等出席了追悼仪式。                
东日本地震两周年追悼会举行 日本天皇夫妇参加(图)|20130311|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/11/22973647_0.shtml|原标题：东日本地震两周年追悼会举行 日本天皇夫妇参加11日，日本举行了东日本大地震两周年追悼大会日本天皇和皇后参加了追悼大会中新网3月11日电 据日本新闻网报道，当地时间11日下午2时46分开始，由日本政府主办的东日本大地震两周年追悼大会，在东京国立剧场举行。日本天皇和皇后，首相安倍晋三以及灾区代表等1200余人参加追悼会。在默哀后，日本首相安倍首先致追悼词。他说，至今为止依然有许多人无法回到故乡。现在加速重建家园，就是对在天国的牺牲者们的最好的回报。之后，日本天皇和皇后站在灾难中牺牲者灵牌前致辞说，两年前的今天，巨大地震袭击了东日本，造成了近2万人遇难和失踪。地震后，访问灾区时体会到失去家园和亲人们的痛苦和悲伤。但是，灾民们在困难的情况中，坚韧的生活下去。地震发生后，对进行营救的自卫队、警察、消防和海上保安厅的相关人士做出一切献身努力表示感谢。还有来自世界各国、驻日外国大使等外国人对灾区的支援也表示感谢。希望今后灾区能够充实设施，继承灾害经验，将这些教训传达给后代，期待能够从灾害中保护更多的国民。另外，日本天皇和皇后还计划在今年7月4日到5日拜访岩手县灾区的大船渡市和陆前高田市。                
日本地震灾民起诉政府及东电 索赔约54亿日元|20130311|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/11/22972831_0.shtml|原标题：日本地震灾民起诉政府及东电 索赔约54亿日元中新网3月11日电 据日本新华侨报网报道，日本“3·11大地震”两周年之际，近2000名灾区民众在各地向法院提起诉讼，要求中央政府和东京电力公司承担责任，赔偿各种损失约53.6亿日元(约合4亿元人民币)。据报道，3月11日，约800名灾民以福岛第一核电站事故损害健康和地域环境为由，向福岛地方法院起诉日本政府和东京电力公司，要求“恢复原状”并赔偿损失。其他律师团还将在千叶、东京提起诉讼，原告民众将达到约1700人。原告律师团透露，此次要求赔偿的避难费用、停业损害和精神损失约53.6亿日元。此外，原告民众还要求恢复地域环境。原告民众认为，中央政府应该承担事故责任，并建立回应灾民要求的相关制度。原告主要是事故发生时，居住在福岛、宫城、山形、栃木、茨城等县的受灾民众。在新潟、爱知、冲绳等地避难的民众也在其中。3月11日中午，约200人的原告团在福岛地方法院前游行，并向法院提交了诉状。辩护团律师马奈木严太郎说：“此次的核电站事故应作为公害处理。我们希望建立受灾民众救济制度等，希望尽快恢复到灾害发生前的状况。”                
日本社会拒接纳当年福岛核事故中“敢死队员”|20130311|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/11/22971333_0.shtml|原标题：日本社会拒接纳当年福岛核事故中“敢死队员”中新网3月11日电 据外电报道，在两年前的福岛核事故中，一批冒死抢救反应堆的工人被媒体称为“福岛死士”。两年过去了，这些工人对媒体抱怨称，自己仍在令人窒息的保护装备、低薪、孤独及高压的环境中工作。据东电去年的调查，70%的受访工人目前的收入只有837日元；但同一地区的劳工每小可以赚到1500日元。工人们表示：“钱越来越少，谁会愿意在这种条件下工作呢？”一位受雇于分包商的工人说：“一直觉得压力很大。当我回到房间，就开始担心明天。”除役计划中，政府认为可以提供未来数十年的足够劳动力，但潜在劳力不足的迹象很明显，一部分是因为工人们正在“耗尽”他们的辐射容许上限。东京电力公司资料显示，截至2012年底，已有146名东电员工、21名契约工吸收的辐射量已超过5年100毫西弗(millisieverts)的上限。目前有8名工人死于核电厂，其中2名于海啸时死亡，还没有人死于辐射。此外，专家发现，公众将对东京电力公司的愤怒转移到东电员工身上。心理讲师Jun Shigemura对1500名工人进行了调查，他说：“东电员工和越战老兵有同样的心理压力，社会拒绝接纳他们，他们成为流浪汉、选择自杀或对毒品酒精成瘾。”                
福岛核电站辐射量减半 因雨水冲走放射物|20130311|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/11/22958525_0.shtml|原标题：研究称福岛核电站辐射量减半因雨水冲走放射物中新网3月11日电 据日本共同社报道，日本原子能研究开发机构10日称，东京电力公司福岛第一核电站方圆80公里内、地上1米的空间辐射量自2011年4月至去年11月的约一年半中减少了几乎一半。报道称，原子能机构分析了文部科学省使用直升机进行的检测结果等。据悉，辐射量减少速度较快是由于雨水将放射性物质冲走所致。建筑物和沥青路越多的地区，减少的倾向就越明显。原子能机构认为“这比当初预测的速度更快，辐射量正在切实减少”。该机构还在研究预测将来辐射量变化的方法。该机构称，由于直升机调查受积雪等季节变化影响较大，且2011年4月首次调查后，检测条件和记录方式做了更改，所以无法进行单纯比较。不过与2011年4月相比，核电站方圆80公里内的辐射量同年11月已经减少了约3成，到去年11月则几乎减半。去年11月时，核电站西北方向的浪江町等地辐射量依然较高，但是每小时超过19微希的地区有所减少。现在的减少速度比依据放射性物质半衰期计算出的速度要快。原子能机构认为这是刮风下雨等自然现象造成的，反对归因于去污工作的成效。与调查开始时相比，去年11月时辐射量减少率也降低至一半左右。有分析指出，这是由于当时半衰期为两年的铯134残留较多，所以减少率也高；之后则是因为半衰期为30年的铯137残留，减少率也随之降低。                
日本地震灾区家庭暴力事件激增 或因前景悲观|20130311|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/11/22957341_0.shtml|原标题：日本地震灾区家庭暴力事件激增 或因前景悲观中新网3月11日电据日本新闻网报道，由于生活前景悲观，日本“3.11”地震过去两年，灾民的家庭暴力现象增多，尤其是遭受核辐射的福岛县，灾民的家庭暴力案件创下了历史最高纪录。报道称，据福岛县警察本部发表的消息说，2012年，向警方报案的家庭暴力案件比2011年增加了64%，达到840件，创下了历史最高纪录。其中虐待孩子的案件激增了76%，达到109件。警方的分析称，造成灾民家庭暴力增加的原因，主要有三个：一是灾民在失去自己的住宅和家园，又长期找不到工作，对于自己的人生与家庭的前景产生悲观；二是一家人居住在狭小的临时安置房中，很容易产生各种矛盾和压抑的气氛；三是一部分家庭因为受灾者夫妻处于分居状态，导致夫妻在沟通上出现矛盾，导致暴力问题的发生。此外，同样遭受地震和海啸袭击的宫城县，家庭暴力案件也比2011年增加了33%，达到1856件。日本一些支援女性与家庭的志愿者团体纷纷在灾区开设咨询窗口，接受灾民的心理咨询。同时，日本警察厅也决定向灾区增派女性警官，以便担当起女性遭受家庭暴力的案件处理和咨询业务。                
日本东京塔将点亮灯光 纪念东日本大地震两周年|20130311|http://news.ifeng.com/world/special/ribendizhen/content-2/detail_2013_03/11/22956586_0.shtml|原标题：日本东京塔将点亮灯光 纪念东日本大地震两周年日本宫城县名取郡，上图拍摄于地震发生的2011年3月11日，海啸来袭瞬间；下图拍摄于当年6月3日，原本聚集的房屋只剩下一间。 中新网3月11日电 据日本共同社报道，在东日本大地震两周年前夜的10日，东京塔瞭望台上用灯光打出了“KI ZU NA ARATANI”(意为“新的羁绊”)的字样，以纪念地震两周年。报道称，当地时间下午6点半左右，原本的橙色灯光全数熄灭，瞭望台东南侧亮起上述字样的彩灯。前来旅游的奈良市大一学生田中优里子(19岁)说：“这让我想起了大家团结起来为灾区加油鼓劲的重要性。虽然我的力量微不足道，但也将前往当地购买特产。”11日，东京塔也会亮起同样的寄语。晚上8点起的两小时内，东京塔将点亮白色和橙色灯光表示哀悼。                
